DATE,CLOSE,X0,X1,X2,X3,X4,X5,X6,X7,X8,X9
40056,1625.19,1693.76,1685.46,1686.16,1669.23,1654.81,1638.07,1605.98,1594.28,1595.84,1625.19
40053,1643.24,1685.46,1686.16,1669.23,1654.81,1638.07,1605.98,1594.28,1595.84,1625.19,1643.24
40052,1640.97,1686.16,1669.23,1654.81,1638.07,1605.98,1594.28,1595.84,1625.19,1643.24,1640.97
40051,1637,1669.23,1654.81,1638.07,1605.98,1594.28,1595.84,1625.19,1643.24,1640.97,1637
40050,1639.9,1654.81,1638.07,1605.98,1594.28,1595.84,1625.19,1643.24,1640.97,1637,1639.9
40049,1634.78,1638.07,1605.98,1594.28,1595.84,1625.19,1643.24,1640.97,1637,1639.9,1634.78
40046,1637.78,1605.98,1594.28,1595.84,1625.19,1643.24,1640.97,1637,1639.9,1634.78,1637.78
40045,1614.22,1594.28,1595.84,1625.19,1643.24,1640.97,1637,1639.9,1634.78,1637.78,1614.22
40044,1596.61,1595.84,1625.19,1643.24,1640.97,1637,1639.9,1634.78,1637.78,1614.22,1596.61
40043,1586.5,1625.19,1643.24,1640.97,1637,1639.9,1634.78,1637.78,1614.22,1596.61,1586.5
40042,1564.89,1643.24,1640.97,1637,1639.9,1634.78,1637.78,1614.22,1596.61,1586.5,1564.89
40039,1611.58,1640.97,1637,1639.9,1634.78,1637.78,1614.22,1596.61,1586.5,1564.89,1611.58
40038,1628.65,1637,1639.9,1634.78,1637.78,1614.22,1596.61,1586.5,1564.89,1611.58,1628.65
40037,1619.59,1639.9,1634.78,1637.78,1614.22,1596.61,1586.5,1564.89,1611.58,1628.65,1619.59
40036,1594.69,1634.78,1637.78,1614.22,1596.61,1586.5,1564.89,1611.58,1628.65,1619.59,1594.69
40035,1610.43,1637.78,1614.22,1596.61,1586.5,1564.89,1611.58,1628.65,1619.59,1594.69,1610.43
40032,1619.49,1614.22,1596.61,1586.5,1564.89,1611.58,1628.65,1619.59,1594.69,1610.43,1619.49
40031,1600.29,1596.61,1586.5,1564.89,1611.58,1628.65,1619.59,1594.69,1610.43,1619.49,1600.29
40030,1614.44,1586.5,1564.89,1611.58,1628.65,1619.59,1594.69,1610.43,1619.49,1600.29,1614.44
40029,1628.49,1564.89,1611.58,1628.65,1619.59,1594.69,1610.43,1619.49,1600.29,1614.44,1628.49
40028,1628.12,1611.58,1628.65,1619.59,1594.69,1610.43,1619.49,1600.29,1614.44,1628.49,1628.12
40025,1603.36,1628.65,1619.59,1594.69,1610.43,1619.49,1600.29,1614.44,1628.49,1628.12,1603.36
40024,1609.87,1619.59,1594.69,1610.43,1619.49,1600.29,1614.44,1628.49,1628.12,1603.36,1609.87
40023,1599.61,1594.69,1610.43,1619.49,1600.29,1614.44,1628.49,1628.12,1603.36,1609.87,1599.61
40022,1605.47,1610.43,1619.49,1600.29,1614.44,1628.49,1628.12,1603.36,1609.87,1599.61,1605.47
40021,1599.31,1619.49,1600.29,1614.44,1628.49,1628.12,1603.36,1609.87,1599.61,1605.47,1599.31
40018,1599.06,1600.29,1614.44,1628.49,1628.12,1603.36,1609.87,1599.61,1605.47,1599.31,1599.06
40017,1601.52,1614.44,1628.49,1628.12,1603.36,1609.87,1599.61,1605.47,1599.31,1599.06,1601.52
40016,1565,1628.49,1628.12,1603.36,1609.87,1599.61,1605.47,1599.31,1599.06,1601.52,1565
40015,1553.01,1628.12,1603.36,1609.87,1599.61,1605.47,1599.31,1599.06,1601.52,1565,1553.01
40014,1544,1603.36,1609.87,1599.61,1605.47,1599.31,1599.06,1601.52,1565,1553.01,1544
40011,1527.26,1609.87,1599.61,1605.47,1599.31,1599.06,1601.52,1565,1553.01,1544,1527.26
40010,1518.87,1599.61,1605.47,1599.31,1599.06,1601.52,1565,1553.01,1544,1527.26,1518.87
40009,1500.98,1605.47,1599.31,1599.06,1601.52,1565,1553.01,1544,1527.26,1518.87,1500.98
40008,1452.84,1599.31,1599.06,1601.52,1565,1553.01,1544,1527.26,1518.87,1500.98,1452.84
40007,1447.7,1599.06,1601.52,1565,1553.01,1544,1527.26,1518.87,1500.98,1452.84,1447.7
40004,1419.84,1601.52,1565,1553.01,1544,1527.26,1518.87,1500.98,1452.84,1447.7,1419.84
40003,1414.98,1565,1553.01,1544,1527.26,1518.87,1500.98,1452.84,1447.7,1419.84,1414.98
40002,1411.53,1553.01,1544,1527.26,1518.87,1500.98,1452.84,1447.7,1419.84,1414.98,1411.53
40001,1404.78,1544,1527.26,1518.87,1500.98,1452.84,1447.7,1419.84,1414.98,1411.53,1404.78
40000,1441.01,1527.26,1518.87,1500.98,1452.84,1447.7,1419.84,1414.98,1411.53,1404.78,1441.01
39996,1446.28,1518.87,1500.98,1452.84,1447.7,1419.84,1414.98,1411.53,1404.78,1441.01,1446.28
39995,1481.34,1500.98,1452.84,1447.7,1419.84,1414.98,1411.53,1404.78,1441.01,1446.28,1481.34
39994,1477.25,1452.84,1447.7,1419.84,1414.98,1411.53,1404.78,1441.01,1446.28,1481.34,1477.25
39993,1483.83,1447.7,1419.84,1414.98,1411.53,1404.78,1441.01,1446.28,1481.34,1477.25,1483.83
39990,1480.2,1419.84,1414.98,1411.53,1404.78,1441.01,1446.28,1481.34,1477.25,1483.83,1480.2
39989,1475.82,1414.98,1411.53,1404.78,1441.01,1446.28,1481.34,1477.25,1483.83,1480.2,1475.82
39988,1447.06,1411.53,1404.78,1441.01,1446.28,1481.34,1477.25,1483.83,1480.2,1475.82,1447.06
39987,1424.46,1404.78,1441.01,1446.28,1481.34,1477.25,1483.83,1480.2,1475.82,1447.06,1424.46
39986,1426.61,1441.01,1446.28,1481.34,1477.25,1483.83,1480.2,1475.82,1447.06,1424.46,1426.61
39983,1471.23,1446.28,1481.34,1477.25,1483.83,1480.2,1475.82,1447.06,1424.46,1426.61,1471.23
39982,1453.8,1481.34,1477.25,1483.83,1480.2,1475.82,1447.06,1424.46,1426.61,1471.23,1453.8
39981,1455.89,1477.25,1483.83,1480.2,1475.82,1447.06,1424.46,1426.61,1471.23,1453.8,1455.89
39980,1443.25,1483.83,1480.2,1475.82,1447.06,1424.46,1426.61,1471.23,1453.8,1455.89,1443.25
39979,1456.96,1480.2,1475.82,1447.06,1424.46,1426.61,1471.23,1453.8,1455.89,1443.25,1456.96
39976,1489.97,1475.82,1447.06,1424.46,1426.61,1471.23,1453.8,1455.89,1443.25,1456.96,1489.97
39975,1497.01,1447.06,1424.46,1426.61,1471.23,1453.8,1455.89,1443.25,1456.96,1489.97,1497.01
39974,1495.27,1424.46,1426.61,1471.23,1453.8,1455.89,1443.25,1456.96,1489.97,1497.01,1495.27
39973,1501.55,1426.61,1471.23,1453.8,1455.89,1443.25,1456.96,1489.97,1497.01,1495.27,1501.55
39972,1488.49,1471.23,1453.8,1455.89,1443.25,1456.96,1489.97,1497.01,1495.27,1501.55,1488.49
39969,1493.21,1453.8,1455.89,1443.25,1456.96,1489.97,1497.01,1495.27,1501.55,1488.49,1493.21
39968,1492.74,1455.89,1443.25,1456.96,1489.97,1497.01,1495.27,1501.55,1488.49,1493.21,1492.74
39967,1475.44,1443.25,1456.96,1489.97,1497.01,1495.27,1501.55,1488.49,1493.21,1492.74,1475.44
39966,1480.31,1456.96,1489.97,1497.01,1495.27,1501.55,1488.49,1493.21,1492.74,1475.44,1480.31
39965,1477.12,1489.97,1497.01,1495.27,1501.55,1488.49,1493.21,1492.74,1475.44,1480.31,1477.12
39962,1435.57,1497.01,1495.27,1501.55,1488.49,1493.21,1492.74,1475.44,1480.31,1477.12,1435.57
39961,1420.31,1495.27,1501.55,1488.49,1493.21,1492.74,1475.44,1480.31,1477.12,1435.57,1420.31
39960,1401.88,1501.55,1488.49,1493.21,1492.74,1475.44,1480.31,1477.12,1435.57,1420.31,1401.88
39959,1412.61,1488.49,1493.21,1492.74,1475.44,1480.31,1477.12,1435.57,1420.31,1401.88,1412.61
39955,1363.17,1493.21,1492.74,1475.44,1480.31,1477.12,1435.57,1420.31,1401.88,1412.61,1363.17
39954,1367.39,1492.74,1475.44,1480.31,1477.12,1435.57,1420.31,1401.88,1412.61,1363.17,1367.39
39953,1393.72,1475.44,1480.31,1477.12,1435.57,1420.31,1401.88,1412.61,1363.17,1367.39,1393.72
39952,1398.05,1480.31,1477.12,1435.57,1420.31,1401.88,1412.61,1363.17,1367.39,1393.72,1398.05
39951,1392.73,1477.12,1435.57,1420.31,1401.88,1412.61,1363.17,1367.39,1393.72,1398.05,1392.73
39948,1355.11,1435.57,1420.31,1401.88,1412.61,1363.17,1367.39,1393.72,1398.05,1392.73,1355.11
39947,1359.67,1420.31,1401.88,1412.61,1363.17,1367.39,1393.72,1398.05,1392.73,1355.11,1359.67
39946,1339.83,1401.88,1412.61,1363.17,1367.39,1393.72,1398.05,1392.73,1355.11,1359.67,1339.83
39945,1377.4,1412.61,1363.17,1367.39,1393.72,1398.05,1392.73,1355.11,1359.67,1339.83,1377.4
39944,1395.79,1363.17,1367.39,1393.72,1398.05,1392.73,1355.11,1359.67,1339.83,1377.4,1395.79
39941,1394.16,1367.39,1393.72,1398.05,1392.73,1355.11,1359.67,1339.83,1377.4,1395.79,1394.16
39940,1389.83,1393.72,1398.05,1392.73,1355.11,1359.67,1339.83,1377.4,1395.79,1394.16,1389.83
39939,1423.85,1398.05,1392.73,1355.11,1359.67,1339.83,1377.4,1395.79,1394.16,1389.83,1423.85
39938,1423.81,1392.73,1355.11,1359.67,1339.83,1377.4,1395.79,1394.16,1389.83,1423.85,1423.81
39937,1427.96,1355.11,1359.67,1339.83,1377.4,1395.79,1394.16,1389.83,1423.85,1423.81,1427.96
39934,1396.62,1359.67,1339.83,1377.4,1395.79,1394.16,1389.83,1423.85,1423.81,1427.96,1396.62
39933,1394.33,1339.83,1377.4,1395.79,1394.16,1389.83,1423.85,1423.81,1427.96,1396.62,1394.33
39932,1382.38,1377.4,1395.79,1394.16,1389.83,1423.85,1423.81,1427.96,1396.62,1394.33,1382.38
39931,1361.92,1395.79,1394.16,1389.83,1423.85,1423.81,1427.96,1396.62,1394.33,1382.38,1361.92
39930,1369.94,1394.16,1389.83,1423.85,1423.81,1427.96,1396.62,1394.33,1382.38,1361.92,1369.94
39927,1373.28,1389.83,1423.85,1423.81,1427.96,1396.62,1394.33,1382.38,1361.92,1369.94,1373.28
39926,1344.41,1423.85,1423.81,1427.96,1396.62,1394.33,1382.38,1361.92,1369.94,1373.28,1344.41
39925,1335.72,1423.81,1427.96,1396.62,1394.33,1382.38,1361.92,1369.94,1373.28,1344.41,1335.72
39924,1329.06,1427.96,1396.62,1394.33,1382.38,1361.92,1369.94,1373.28,1344.41,1335.72,1329.06
39923,1309.37,1396.62,1394.33,1382.38,1361.92,1369.94,1373.28,1344.41,1335.72,1329.06,1309.37
39920,1353.92,1394.33,1382.38,1361.92,1369.94,1373.28,1344.41,1335.72,1329.06,1309.37,1353.92
39919,1352.98,1382.38,1361.92,1369.94,1373.28,1344.41,1335.72,1329.06,1309.37,1353.92,1352.98
39918,1316.51,1361.92,1369.94,1373.28,1344.41,1335.72,1329.06,1309.37,1353.92,1352.98,1316.51
39917,1322.31,1369.94,1373.28,1344.41,1335.72,1329.06,1309.37,1353.92,1352.98,1316.51,1322.31
39916,1336.67,1373.28,1344.41,1335.72,1329.06,1309.37,1353.92,1352.98,1316.51,1322.31,1336.67
39912,1340.28,1344.41,1335.72,1329.06,1309.37,1353.92,1352.98,1316.51,1322.31,1336.67,1340.28
39911,1300.75,1335.72,1329.06,1309.37,1353.92,1352.98,1316.51,1322.31,1336.67,1340.28,1300.75
39910,1275.42,1329.06,1309.37,1353.92,1352.98,1316.51,1322.31,1336.67,1340.28,1300.75,1275.42
39909,1313.1,1309.37,1353.92,1352.98,1316.51,1322.31,1336.67,1340.28,1300.75,1275.42,1313.1
39906,1316.16,1353.92,1352.98,1316.51,1322.31,1336.67,1340.28,1300.75,1275.42,1313.1,1316.16
39905,1294.3,1352.98,1316.51,1322.31,1336.67,1340.28,1300.75,1275.42,1313.1,1316.16,1294.3
39904,1252.51,1316.51,1322.31,1336.67,1340.28,1300.75,1275.42,1313.1,1316.16,1294.3,1252.51
39903,1237.01,1322.31,1336.67,1340.28,1300.75,1275.42,1313.1,1316.16,1294.3,1252.51,1237.01
39902,1220.81,1336.67,1340.28,1300.75,1275.42,1313.1,1316.16,1294.3,1252.51,1237.01,1220.81
39899,1251.47,1340.28,1300.75,1275.42,1313.1,1316.16,1294.3,1252.51,1237.01,1220.81,1251.47
39898,1281.3,1300.75,1275.42,1313.1,1316.16,1294.3,1252.51,1237.01,1220.81,1251.47,1281.3
39897,1236.66,1275.42,1313.1,1316.16,1294.3,1252.51,1237.01,1220.81,1251.47,1281.3,1236.66
39896,1234.34,1313.1,1316.16,1294.3,1252.51,1237.01,1220.81,1251.47,1281.3,1236.66,1234.34
39895,1259.81,1316.16,1294.3,1252.51,1237.01,1220.81,1251.47,1281.3,1236.66,1234.34,1259.81
39892,1187.18,1294.3,1252.51,1237.01,1220.81,1251.47,1281.3,1236.66,1234.34,1259.81,1187.18
39891,1204.21,1252.51,1237.01,1220.81,1251.47,1281.3,1236.66,1234.34,1259.81,1187.18,1204.21
39890,1206.96,1237.01,1220.81,1251.47,1281.3,1236.66,1234.34,1259.81,1187.18,1204.21,1206.96
39889,1192.17,1220.81,1251.47,1281.3,1236.66,1234.34,1259.81,1187.18,1204.21,1206.96,1192.17
39888,1145.45,1251.47,1281.3,1236.66,1234.34,1259.81,1187.18,1204.21,1206.96,1192.17,1145.45
39885,1168.52,1281.3,1236.66,1234.34,1259.81,1187.18,1204.21,1206.96,1192.17,1145.45,1168.52
39884,1164.71,1236.66,1234.34,1259.81,1187.18,1204.21,1206.96,1192.17,1145.45,1168.52,1164.71
39883,1125.95,1234.34,1259.81,1187.18,1204.21,1206.96,1192.17,1145.45,1168.52,1164.71,1125.95
39882,1112.44,1259.81,1187.18,1204.21,1206.96,1192.17,1145.45,1168.52,1164.71,1125.95,1112.44
39881,1043.87,1187.18,1204.21,1206.96,1192.17,1145.45,1168.52,1164.71,1125.95,1112.44,1043.87
39878,1064.7,1204.21,1206.96,1192.17,1145.45,1168.52,1164.71,1125.95,1112.44,1043.87,1064.7
39877,1074.52,1206.96,1192.17,1145.45,1168.52,1164.71,1125.95,1112.44,1043.87,1064.7,1074.52
39876,1110.3,1192.17,1145.45,1168.52,1164.71,1125.95,1112.44,1043.87,1064.7,1074.52,1110.3
39875,1080.67,1145.45,1168.52,1164.71,1125.95,1112.44,1043.87,1064.7,1074.52,1110.3,1080.67
39874,1076.67,1168.52,1164.71,1125.95,1112.44,1043.87,1064.7,1074.52,1110.3,1080.67,1076.67
39871,1116.99,1164.71,1125.95,1112.44,1043.87,1064.7,1074.52,1110.3,1080.67,1076.67,1116.99
39870,1127.1,1125.95,1112.44,1043.87,1064.7,1074.52,1110.3,1080.67,1076.67,1116.99,1127.1
39869,1160.83,1112.44,1043.87,1064.7,1074.52,1110.3,1080.67,1076.67,1116.99,1127.1,1160.83
39868,1171.45,1043.87,1064.7,1074.52,1110.3,1080.67,1076.67,1116.99,1127.1,1160.83,1171.45
39867,1128.97,1064.7,1074.52,1110.3,1080.67,1076.67,1116.99,1127.1,1160.83,1171.45,1128.97
39864,1172.71,1074.52,1110.3,1080.67,1076.67,1116.99,1127.1,1160.83,1171.45,1128.97,1172.71
39863,1167.89,1110.3,1080.67,1076.67,1116.99,1127.1,1160.83,1171.45,1128.97,1172.71,1167.89
39862,1188.77,1080.67,1076.67,1116.99,1127.1,1160.83,1171.45,1128.97,1172.71,1167.89,1188.77
39861,1187.04,1076.67,1116.99,1127.1,1160.83,1171.45,1128.97,1172.71,1167.89,1188.77,1187.04
39857,1236.85,1116.99,1127.1,1160.83,1171.45,1128.97,1172.71,1167.89,1188.77,1187.04,1236.85
39856,1242.81,1127.1,1160.83,1171.45,1128.97,1172.71,1167.89,1188.77,1187.04,1236.85,1242.81
39855,1227.05,1160.83,1171.45,1128.97,1172.71,1167.89,1188.77,1187.04,1236.85,1242.81,1227.05
39854,1229.29,1171.45,1128.97,1172.71,1167.89,1188.77,1187.04,1236.85,1242.81,1227.05,1229.29
39853,1281.65,1128.97,1172.71,1167.89,1188.77,1187.04,1236.85,1242.81,1227.05,1229.29,1281.65
39850,1277.49,1172.71,1167.89,1188.77,1187.04,1236.85,1242.81,1227.05,1229.29,1281.65,1277.49
39849,1245.11,1167.89,1188.77,1187.04,1236.85,1242.81,1227.05,1229.29,1281.65,1277.49,1245.11
39848,1215.43,1188.77,1187.04,1236.85,1242.81,1227.05,1229.29,1281.65,1277.49,1245.11,1215.43
39847,1215.66,1187.04,1236.85,1242.81,1227.05,1229.29,1281.65,1277.49,1245.11,1215.43,1215.66
39846,1195.75,1236.85,1242.81,1227.05,1229.29,1281.65,1277.49,1245.11,1215.43,1215.66,1195.75
39843,1180.25,1242.81,1227.05,1229.29,1281.65,1277.49,1245.11,1215.43,1215.66,1195.75,1180.25
39842,1203.85,1227.05,1229.29,1281.65,1277.49,1245.11,1215.43,1215.66,1195.75,1180.25,1203.85
39841,1235.91,1229.29,1281.65,1277.49,1245.11,1215.43,1215.66,1195.75,1180.25,1203.85,1235.91
39840,1194.41,1281.65,1277.49,1245.11,1215.43,1215.66,1195.75,1180.25,1203.85,1235.91,1194.41
39839,1184.56,1277.49,1245.11,1215.43,1215.66,1195.75,1180.25,1203.85,1235.91,1194.41,1184.56
39836,1175.89,1245.11,1215.43,1215.66,1195.75,1180.25,1203.85,1235.91,1194.41,1184.56,1175.89
39835,1168.08,1215.43,1215.66,1195.75,1180.25,1203.85,1235.91,1194.41,1184.56,1175.89,1168.08
39834,1185.76,1215.66,1195.75,1180.25,1203.85,1235.91,1194.41,1184.56,1175.89,1168.08,1185.76
39833,1136.61,1195.75,1180.25,1203.85,1235.91,1194.41,1184.56,1175.89,1168.08,1185.76,1136.61
39829,1198.14,1180.25,1203.85,1235.91,1194.41,1184.56,1175.89,1168.08,1185.76,1136.61,1198.14
39828,1183.52,1203.85,1235.91,1194.41,1184.56,1175.89,1168.08,1185.76,1136.61,1198.14,1183.52
39827,1163.42,1235.91,1194.41,1184.56,1175.89,1168.08,1185.76,1136.61,1198.14,1183.52,1163.42
39826,1202.65,1194.41,1184.56,1175.89,1168.08,1185.76,1136.61,1198.14,1183.52,1163.42,1202.65
39825,1201.13,1184.56,1175.89,1168.08,1185.76,1136.61,1198.14,1183.52,1163.42,1202.65,1201.13
39822,1223.01,1175.89,1168.08,1185.76,1136.61,1198.14,1183.52,1163.42,1202.65,1201.13,1223.01
39821,1252.52,1168.08,1185.76,1136.61,1198.14,1183.52,1163.42,1202.65,1201.13,1223.01,1252.52
39820,1238.6,1185.76,1136.61,1198.14,1183.52,1163.42,1202.65,1201.13,1223.01,1252.52,1238.6
39819,1274.49,1136.61,1198.14,1183.52,1163.42,1202.65,1201.13,1223.01,1252.52,1238.6,1274.49
39818,1262.52,1198.14,1183.52,1163.42,1202.65,1201.13,1223.01,1252.52,1238.6,1274.49,1262.52
39815,1263.7,1183.52,1163.42,1202.65,1201.13,1223.01,1252.52,1238.6,1274.49,1262.52,1263.7
39813,1211.65,1163.42,1202.65,1201.13,1223.01,1252.52,1238.6,1274.49,1262.52,1263.7,1211.65
39812,1201.34,1202.65,1201.13,1223.01,1252.52,1238.6,1274.49,1262.52,1263.7,1211.65,1201.34
39811,1173.15,1201.13,1223.01,1252.52,1238.6,1274.49,1262.52,1263.7,1211.65,1201.34,1173.15
39808,1185.44,1223.01,1252.52,1238.6,1274.49,1262.52,1263.7,1211.65,1201.34,1173.15,1185.44
39806,1184.3,1252.52,1238.6,1274.49,1262.52,1263.7,1211.65,1201.34,1173.15,1185.44,1184.3
39805,1183.19,1238.6,1274.49,1262.52,1263.7,1211.65,1201.34,1173.15,1185.44,1184.3,1183.19
39804,1189.15,1274.49,1262.52,1263.7,1211.65,1201.34,1173.15,1185.44,1184.3,1183.19,1189.15
39801,1217.19,1262.52,1263.7,1211.65,1201.34,1173.15,1185.44,1184.3,1183.19,1189.15,1217.19
39800,1204.69,1263.7,1211.65,1201.34,1173.15,1185.44,1184.3,1183.19,1189.15,1217.19,1204.69
39799,1225.86,1211.65,1201.34,1173.15,1185.44,1184.3,1183.19,1189.15,1217.19,1204.69,1225.86
39798,1243.49,1201.34,1173.15,1185.44,1184.3,1183.19,1189.15,1217.19,1204.69,1225.86,1243.49
39797,1181.87,1173.15,1185.44,1184.3,1183.19,1189.15,1217.19,1204.69,1225.86,1243.49,1181.87
39794,1206.65,1185.44,1184.3,1183.19,1189.15,1217.19,1204.69,1225.86,1243.49,1181.87,1206.65
39793,1180.46,1184.3,1183.19,1189.15,1217.19,1204.69,1225.86,1243.49,1181.87,1206.65,1180.46
39792,1222.38,1183.19,1189.15,1217.19,1204.69,1225.86,1243.49,1181.87,1206.65,1180.46,1222.38
39791,1212.45,1189.15,1217.19,1204.69,1225.86,1243.49,1181.87,1206.65,1180.46,1222.38,1212.45
39790,1225.06,1217.19,1204.69,1225.86,1243.49,1181.87,1206.65,1180.46,1222.38,1212.45,1225.06
39787,1177.87,1204.69,1225.86,1243.49,1181.87,1206.65,1180.46,1222.38,1212.45,1225.06,1177.87
39786,1127.75,1225.86,1243.49,1181.87,1206.65,1180.46,1222.38,1212.45,1225.06,1177.87,1127.75
39785,1166.2,1243.49,1181.87,1206.65,1180.46,1222.38,1212.45,1225.06,1177.87,1127.75,1166.2
39784,1130,1181.87,1206.65,1180.46,1222.38,1212.45,1225.06,1177.87,1127.75,1166.2,1130
39783,1091.16,1206.65,1180.46,1222.38,1212.45,1225.06,1177.87,1127.75,1166.2,1130,1091.16
39780,1185.75,1180.46,1222.38,1212.45,1225.06,1177.87,1127.75,1166.2,1130,1091.16,1185.75
39778,1193.09,1222.38,1212.45,1225.06,1177.87,1127.75,1166.2,1130,1091.16,1185.75,1193.09
39777,1142.58,1212.45,1225.06,1177.87,1127.75,1166.2,1130,1091.16,1185.75,1193.09,1142.58
39776,1154.34,1225.06,1177.87,1127.75,1166.2,1130,1091.16,1185.75,1193.09,1142.58,1154.34
39773,1085.57,1177.87,1127.75,1166.2,1130,1091.16,1185.75,1193.09,1142.58,1154.34,1085.57
39772,1036.51,1127.75,1166.2,1130,1091.16,1185.75,1193.09,1142.58,1154.34,1085.57,1036.51
39771,1087.6,1166.2,1130,1091.16,1185.75,1193.09,1142.58,1154.34,1085.57,1036.51,1087.6
39770,1155.75,1130,1091.16,1185.75,1193.09,1142.58,1154.34,1085.57,1036.51,1087.6,1155.75
39769,1151.96,1091.16,1185.75,1193.09,1142.58,1154.34,1085.57,1036.51,1087.6,1155.75,1151.96
39766,1179.63,1185.75,1193.09,1142.58,1154.34,1085.57,1036.51,1087.6,1155.75,1151.96,1179.63
39765,1240.93,1193.09,1142.58,1154.34,1085.57,1036.51,1087.6,1155.75,1151.96,1179.63,1240.93
39764,1165.38,1142.58,1154.34,1085.57,1036.51,1087.6,1155.75,1151.96,1179.63,1240.93,1165.38
39763,1225.59,1154.34,1085.57,1036.51,1087.6,1155.75,1151.96,1179.63,1240.93,1165.38,1225.59
39762,1251,1085.57,1036.51,1087.6,1155.75,1151.96,1179.63,1240.93,1165.38,1225.59,1251
39759,1271.62,1036.51,1087.6,1155.75,1151.96,1179.63,1240.93,1165.38,1225.59,1251,1271.62
39758,1241.97,1087.6,1155.75,1151.96,1179.63,1240.93,1165.38,1225.59,1251,1271.62,1241.97
39757,1299.98,1155.75,1151.96,1179.63,1240.93,1165.38,1225.59,1251,1271.62,1241.97,1299.98
39756,1378.4,1151.96,1179.63,1240.93,1165.38,1225.59,1251,1271.62,1241.97,1299.98,1378.4
39755,1334.75,1179.63,1240.93,1165.38,1225.59,1251,1271.62,1241.97,1299.98,1378.4,1334.75
39752,1334.78,1240.93,1165.38,1225.59,1251,1271.62,1241.97,1299.98,1378.4,1334.75,1334.78
39751,1333.94,1165.38,1225.59,1251,1271.62,1241.97,1299.98,1378.4,1334.75,1334.78,1333.94
39750,1302.12,1225.59,1251,1271.62,1241.97,1299.98,1378.4,1334.75,1334.78,1333.94,1302.12
39749,1297.57,1251,1271.62,1241.97,1299.98,1378.4,1334.75,1334.78,1333.94,1302.12,1297.57
39748,1169.78,1271.62,1241.97,1299.98,1378.4,1334.75,1334.78,1333.94,1302.12,1297.57,1169.78
39745,1202.27,1241.97,1299.98,1378.4,1334.75,1334.78,1333.94,1302.12,1297.57,1169.78,1202.27
39744,1239.16,1299.98,1378.4,1334.75,1334.78,1333.94,1302.12,1297.57,1169.78,1202.27,1239.16
39743,1237.09,1378.4,1334.75,1334.78,1333.94,1302.12,1297.57,1169.78,1202.27,1239.16,1237.09
39742,1283.43,1334.75,1334.78,1333.94,1302.12,1297.57,1169.78,1202.27,1239.16,1237.09,1283.43
39741,1352.76,1334.78,1333.94,1302.12,1297.57,1169.78,1202.27,1239.16,1237.09,1283.43,1352.76
39738,1311.72,1333.94,1302.12,1297.57,1169.78,1202.27,1239.16,1237.09,1283.43,1352.76,1311.72
39737,1312.97,1302.12,1297.57,1169.78,1202.27,1239.16,1237.09,1283.43,1352.76,1311.72,1312.97
39736,1244.23,1297.57,1169.78,1202.27,1239.16,1237.09,1283.43,1352.76,1311.72,1312.97,1244.23
39735,1364.59,1169.78,1202.27,1239.16,1237.09,1283.43,1352.76,1311.72,1312.97,1244.23,1364.59
39734,1429.54,1202.27,1239.16,1237.09,1283.43,1352.76,1311.72,1312.97,1244.23,1364.59,1429.54
39731,1269.8,1239.16,1237.09,1283.43,1352.76,1311.72,1312.97,1244.23,1364.59,1429.54,1269.8
39730,1275.1,1237.09,1283.43,1352.76,1311.72,1312.97,1244.23,1364.59,1429.54,1269.8,1275.1
39729,1330.61,1283.43,1352.76,1311.72,1312.97,1244.23,1364.59,1429.54,1269.8,1275.1,1330.61
39728,1329.98,1352.76,1311.72,1312.97,1244.23,1364.59,1429.54,1269.8,1275.1,1330.61,1329.98
39727,1411.28,1311.72,1312.97,1244.23,1364.59,1429.54,1269.8,1275.1,1330.61,1329.98,1411.28
39724,1470.84,1312.97,1244.23,1364.59,1429.54,1269.8,1275.1,1330.61,1329.98,1411.28,1470.84
39723,1491.11,1244.23,1364.59,1429.54,1269.8,1275.1,1330.61,1329.98,1411.28,1470.84,1491.11
39722,1563.8,1364.59,1429.54,1269.8,1275.1,1330.61,1329.98,1411.28,1470.84,1491.11,1563.8
39721,1594.63,1429.54,1269.8,1275.1,1330.61,1329.98,1411.28,1470.84,1491.11,1563.8,1594.63
39720,1496.15,1269.8,1275.1,1330.61,1329.98,1411.28,1470.84,1491.11,1563.8,1594.63,1496.15
39717,1672.04,1275.1,1330.61,1329.98,1411.28,1470.84,1491.11,1563.8,1594.63,1496.15,1672.04
39716,1687.55,1330.61,1329.98,1411.28,1470.84,1491.11,1563.8,1594.63,1496.15,1672.04,1687.55
39715,1661.33,1329.98,1411.28,1470.84,1491.11,1563.8,1594.63,1496.15,1672.04,1687.55,1661.33
39714,1648.4,1411.28,1470.84,1491.11,1563.8,1594.63,1496.15,1672.04,1687.55,1661.33,1648.4
39713,1665.94,1470.84,1491.11,1563.8,1594.63,1496.15,1672.04,1687.55,1661.33,1648.4,1665.94
39710,1745.06,1491.11,1563.8,1594.63,1496.15,1672.04,1687.55,1661.33,1648.4,1665.94,1745.06
39709,1697.42,1563.8,1594.63,1496.15,1672.04,1687.55,1661.33,1648.4,1665.94,1745.06,1697.42
39708,1632.45,1594.63,1496.15,1672.04,1687.55,1661.33,1648.4,1665.94,1745.06,1697.42,1632.45
39707,1724.08,1496.15,1672.04,1687.55,1661.33,1648.4,1665.94,1745.06,1697.42,1632.45,1724.08
